year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m,citycode_x,ratio,ratioW,citycode_y,intensity,intensityW,RegionCode,年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),Unnamed: 213
2013,台州市,331000,浙江省,330000,31025,,,594.03998,108.72,631,40001,3153.3401,6.7600002,48.060001,45.169998,53222,15078700,,,,,122635.32,18488007985,62837.582,180263.08,193101.3,-26282194,90046.45839,63734.691,2050602.612,6.9642286,10.334516,20.819643,16.537952,-1906.0424,1.632403655,1.3426564,331000,39.55559744,18.30437241,331000,2.448171881,0.943083302,331000,2013,浙江省,台州市,330000,331000,东部,东南侧,31533369,2131656,15154937,14243623,6.76,48.06,45.17,53086,594,,,592.5,,,,4.9,,,,102,759888,25182,0.11,71.1,31.04,0,70,30,0,0,36,1,34,2,1,3,1,4,1,2,1,1,0,6,4,0,6,,,,,,,,,93,4685640,50595,9411,,,631,,,8.32,,,79.91,1.92,0.102,1829400,1223500,134800,8800,1437533,48500,3733,3451,136,146,38057551,32541012,1960898,3555641,,,,1153089,1975263,,,,22918366,9830957,203737,,,15078661,4535381,3188965,14492679,,14532638,785,29,,40001,,,2477341,,3290300,88293,776018,43402430,51541069,26981269,4,280,356,40,1593,20232,21398,3953,32018,28.26,47.94,174938,,,,82808,33378,295,139,,,,,,,,10,44,2398,40,,,3096,201,19033,13338,30557,547,29776,203,310000,,,22279,27,11828,10424,,,136,64894,718147,152,745,1510000,,,,,,,31025,,,43170,,,189040,1011337,10000,,,,,,100,,96,88,,,,1609977,1223191,895307,,,,,
2013,温州市,330300,浙江省,330000,7433,,,807.23999,169.73,685,50150,4003.8601,2.8800001,50.34,46.779999,49817,26181600,,,,,131755.5,19394340742,66607.805,191636.8,213360.69,-22183198,108825.9834,78298.109,1749125.143,6.0071697,9.4402237,20.577888,15.981901,-1367.7344,1.677339388,1.4023774,330300,37.65045328,17.05073222,330300,3.134588563,1.111750349,330300,2013,浙江省,温州市,330000,330300,东部,东南侧,40038617,1153112,20155440,18730065,2.88,50.34,46.78,49614,807.2,,,803.7,,,,9.3,,,,103,1811113,25232,0.05,61.49,41.5,0,60,40,0,0,34,2,25,3,1,3,1,4,1,2,1,1,0,10,5,1,9,,,,,,,,,91,5067188,55665,11784,,,685,,,9.12,,,83.06,2.11,0.012,1210200,430400,128900,20200,573834,42200,4521,4259,100,162,45165634,41444056,1059860,2661718,,,,1441631,2368065,,,,27718944,9670626,234882,,,26181629,7343708,5222031,21363782,,25937650,2068,45,,50150,,,3239752,,4379565,99913,1163545,70923219,77711632,38212517,8,469,577,59,4927,30901,32833,4289,79158,37.02,60.83,195739,,,,64039,28308,242,79,,,,,,,,13,10,10510,130,,,5351,378,29165,21093,32145,675,31075,52,3430000,,,11421,641,7989,2787,40000,,151,71587,1216822,240,1185,2370000,,,,,,,7433,,,34479,,,116749,1084490,,,,,,,98,,99,81,,,,2369574,1534236,1020045,,,,,
2013,舟山市,330900,浙江省,330000,2094,,,97.309998,37.529999,669,20930,930.84998,10.28,44.209999,45.5,95726,7500200,,,,,36572.516,3165155410,10765.598,51437.285,50474.949,-17345952,33919.96777,14836.223,4257787.053,14.482026,19.541471,25.69285,24.137966,-7969.3022,3.886314665,1.9757012,330900,39.74240838,19.87539267,330900,3.298429319,1.529842932,330900,2013,浙江省,舟山市,330000,330900,东部,东南侧,9308493,956913,4115285,4235364,10.28,44.21,45.5,95964,97.3,,,97.2,,,,,,,,18,112800,6160,0.03,7.04,11.42,0,38,62,0,0,4,0,2,2,0,1,0,1,1,1,0,1,0,1,1,0,3,,,,,,,,,18,1109090,63304,1455,,,669,,,9.1,,,5.14,0.46,0.014,143500,81300,19700,300,1553822,4900,414,385,9,20,13335566,12012235,106787,1216544,,,,160735,116969,,,,8733534,5056929,41014,,,7500233,1437890,948212,3316470,,8279431,296,4,,20930,,,926280,,1898260,40225,229473,13043704,14702445,5446392,3,48,57,7,1059,3284,3285,547,23301,3.47,4.64,21424,,,,8497,4509,220,87,,,,,,,,5,7,1285,132,,,632,72,4621,2847,16714,,14254,2412,480000,,,21392,,4958,16434,,,54,13211,159517,49,157,360000,,,,,,,2094,,,13687,,,28202,114444,,,,,,,100,,100,64,,,,409020,358061,202732,,,,,
2013,甘南藏族自治州,623000,甘肃省,620000,,,,74.568001,17.4653,,,108.8928,22.26,26.219999,51.52,15658,1749381,,,,,8991.3359,3608421490,11975.147,14883.138,81676.055,1413727.8,6597.867793,2787.4448,98197.84398,0.32585979,0.20205322,10.396014,6.6394997,27.339046,0.031897428,0.015659535,623000,33.36170213,16.46217494,623000,1.430260047,0.651300236,623000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,临夏回族自治州,622900,甘肃省,620000,,,,223.1647,44.428799,,,167.32291,19.549999,26.879999,53.57,8440,2167853,,,,,24943.105,2735541224,9136.3789,41066.734,65129.988,3348475,9870.483725,4290.2241,335676.8497,1.121115,2.4878597,10.055537,7.6246171,287.41675,0.211795292,0.10697628,622900,40.85240275,23.92906178,622900,3.146453089,1.397025172,622900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,黔东南苗族侗族自治州,522600,贵州省,520000,,,,463.44,57.080002,,,585.64001,,,,16838,5588900,,,,,26603.914,5186056771,17866.496,43148.309,157421.44,3742246,24412.99618,15012.288,170685.8771,0.58803284,0.78353846,15.396871,7.7728024,94.847847,0.15468408,0.1105329,522600,29.2410817,19.36651323,522600,1.156501726,0.63406214,522600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,黔南布依族苗族自治州,522700,贵州省,520000,,,,405.12,56.48,,,645.53998,,,,19981,5367300,,,,,27417.607,4890240642,17370.254,44302.863,178419.47,3525011,21645.0904,12957.011,186274.094,0.66134882,0.93808103,14.63114,7.6760387,103.78908,0.159322609,0.1108263,522700,30.45543981,18.85763889,522700,1.082175926,0.574652778,522700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,黔西南布依族苗族自治州,522300,贵州省,520000,,,,349.22,35.77,,,558.90997,,,,19840,4077600,,,,,29930.453,5674718595,19211.531,47529.273,123978.09,4206340.5,22147.57305,15227.91,336101.3817,1.1373632,1.602422,14.086922,8.1095057,193.80165,0.255091705,0.20381182,522300,33.19479429,21.8900084,522300,1.729638959,0.866498741,522300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,恩施土家族苗族自治州,422800,湖北省,420000,,,,405.41,,,,552.47998,,,,,5104000,,,,,18910.09,3970253601,13291.964,29997.584,93259.344,2115375.3,11018.69065,7098.9077,164501.5894,0.55032903,0.67670512,13.057121,7.2675705,65.144318,0.084828547,0.063507386,422800,30.18658537,16.39674797,422800,0.995934959,0.430487805,422800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,湘西土家族苗族自治州,433100,湖南省,430000,,,,,,,2015,,,,,,2483200,,,,,10181.021,2358287362,8159.4448,16261.177,65370.012,1548016.1,7397.784888,4805.6362,151771.1103,0.52501273,0.57462245,15.471984,7.3332,75.186256,0.089824556,0.067804806,433100,29.85760518,18.54935275,433100,0.962783172,0.394012945,433100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,延边朝鲜族自治州,222400,吉林省,220000,,,,214.97,146.06,,13616,,,,,,6634829,,,,,66395.43,10295900236,34803.645,103649.46,171324.81,1830866.3,33330.86103,15939.693,237894.5816,0.80369544,1.118656,12.231677,8.0461359,26.545576,0.1208138,0.067138247,222400,38.97230114,17.79332386,222400,2.03125,0.776278409,222400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,果洛藏族自治州,632600,青海省,630000,,,,19.292601,3.5418999,,,32.07,17.6,46.700001,35.700001,17090,508953,,,,,1679.7787,6045720375,19808.588,3258.9177,34364.512,362274.34,1255.425805,522.97498,81196.65362,0.26603067,0.018675465,8.4567099,6.2593708,3.4660439,0.003002787,0.001453568,632600,39.08571429,27.2,632600,4.357142857,1.664285714,632600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,海北藏族自治州,632200,青海省,630000,,,,29.2617,7.6262002,,,112.25,14.8,60.5,24.700001,38545,942919,,,,,5280.3091,3193860041,10489.943,8518.792,52940.949,1016691.5,3503.750222,1343.7816,92709.92073,0.30447939,0.12116482,10.786173,6.4711704,20.07649,0.017296436,0.007708534,632200,40.90540541,21.18378378,632200,3.081081081,1.045945946,632200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,海南藏族自治州,632500,青海省,630000,,,,46.344002,11.3631,,,117.12,25.1,48.900002,26,25893,1397487,,,,,6941.6919,4368226570,14421.968,12191.463,70312.969,1221740.1,4740.96233,1813.3169,99971.0448,0.33006024,0.12868121,11.161858,6.4955516,19.490044,0.018907418,0.008403474,632500,41.7014218,24.36492891,632500,3.791469194,1.523696682,632500,2013,青海省,海南藏族自治州,630000,632500,西部,西北侧,12781243,1078737,2907733,8793495,8.44,22.75,68.8,57834,221,,,220,,,,10.4,,,,60,783689,3357,0.84,12.33,46.56,1,21,78,1,,6,1,6,4,1,11,5,2,4,2,2,2,0,5,3,1,5,,,,,,,,,58,2677862,,4237,,,521,,,11.17,,,190.9,10.9,,5248000,4395000,829000,2000,1831000,38000,177,133,15,29,5559753,4597639,192197,769917,,,,226640,355340,,,,4219299,2177986,171479,,,11726249,5591266,4354346,6135350,,3255319,356,44,,75400,,,1542333,,2204185,47954,381015,31614335,38287397,14074422,16,142,307,58,3915,12862,11482,2927,187999,16.3,22.94,58631,,,,97828,,265,443,,,,,,,,,11,933,42,,,,92,11280,7988,50999,1777,45711,1339,21720000,,,15863,967,7797,7072,270000,,92,33113,415003,86,501,670000,,,,,,,893,,,1801,,,1801,542,1451,,,,,,,,,,,,,634753,574680,584681,,,,,
2013,海西蒙古族藏族自治州,632800,青海省,630000,,,,40.82,37.516701,,,609.71997,3.5999999,80.5,15.9,122114,5100691,,,,,38000.93,28550151811,94101.859,60950.621,276017.97,5390328.5,31835.89666,17319.684,94740.59728,0.31224796,0.10104869,10.833363,7.0007815,12.334748,0.018212519,0.011513649,632800,39.90227273,21.50454545,632800,2.704545455,1.095454545,632800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,黄南藏族自治州,632300,青海省,630000,,,,26.806101,6.4639001,,,66.470001,28.9,37.5,33.599998,25360,537206,,,,,3257.9128,1833125104,6153.48,5300.6943,21492.211,481615.25,2753.590867,1189.4639,101425.2135,0.34046519,0.14761285,12.725978,7.1637521,18.778467,0.026840416,0.013473013,632300,39.24752475,23.89108911,632300,2.376237624,1.158415842,632300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,玉树藏族自治州,632700,青海省,630000,,,,39.480301,6.9411998,,,54.68,46.900002,35.900002,17.200001,13849,928567,,,,,3306.5278,16685916894,54645.469,5185,39881.543,679511.94,1931.299929,750.87549,81219.82708,0.26599038,0.013307411,11.271739,6.4410701,2.3534033,0.001672196,0.000755486,632700,36.23853211,25.21559633,632700,0.688073394,0.449541284,632700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,阿坝藏族羌族自治州,513200,四川省,510000,,,,92,20.5,,,233.99001,,,,25728,4059800,,,,,13121.154,8140142327,26801.35,21903.33,125987.85,2592236.5,9628.894424,4900.1499,97818.89835,0.32203311,0.13310054,12.24919,6.6718769,22.628744,0.021013368,0.012426521,513200,34.0844773,20.69271383,513200,1.81626188,0.888067582,513200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,甘孜藏族自治州,513300,四川省,510000,,,,110.2,16.200001,,,201.22,,,,17809,4069300,,,,,13352.203,13045680333,43084.664,23745.709,175101.23,2488830.5,12604.05391,5542.3418,86876.88912,0.28691012,0.076231673,9.7755251,6.5848427,12.228059,0.01548128,0.007910626,513300,36.55421687,24.49225473,513300,2.581755594,1.251290878,513300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,凉山彝族自治州,513400,四川省,510000,,,,506.39999,60.5,,,1214.4,,,,26556,9754700,,,,,38622.574,8674799288,28879.676,64714.234,220870.58,6130869,30035.50961,17882.09,143504.4737,0.47764403,0.56456423,10.330166,7.3208513,77.121117,0.094453197,0.065346286,513400,34.97799511,21.4804401,513400,1.809290954,0.801344743,513400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,楚雄彝族自治州,532300,云南省,530000,,,,272.39999,39.48,,1900,632.5,21.700001,41.599998,36.700001,23241,4518000,,,,,32223.385,6399169788,21966.258,49707.313,114728.18,4529177.5,19226.71286,12147.58,224250.8296,0.76975214,1.020375,11.374508,7.6059833,123.42194,0.130980731,0.096164182,532300,36.63747585,22.44430135,532300,2.06696716,1.0643915,532300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,大理白族自治州,532900,云南省,530000,,,,351,42.52,,6300,760.77002,20.656,41.958801,37.299999,21727,5215400,,,,,66961.516,9679290491,32523.877,106281.85,167888.11,8495392,31571.4638,20532.133,340634.0137,1.1445035,2.1227014,10.008709,7.8626804,231.74857,0.215310774,0.16271386,532900,39.67378753,24.08602771,532900,2.748267898,1.494226328,532900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,德宏傣族景颇族自治州,533100,云南省,530000,,,,124.5,23.860001,,10400,230.89999,28.477699,32.429901,39.0924,18663,2128200,,,,,31977.463,4780502418,15923.908,53758.082,65044.516,1841990.8,13950.00061,8619.2119,426103.3924,1.4193598,2.5922258,12.020648,8.010478,128.50497,0.243288886,0.17467847,533100,37.42631579,22.29298246,533100,2.157894737,0.964912281,533100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,迪庆藏族自治州,533400,云南省,530000,,,,40.599998,4.9899998,,6500,131.3,7.3000002,41.400002,51.299999,32380,1959900,,,,,7699.2842,2834319728,9532.3535,11895.463,49111.75,1403287.9,4244.096488,2063.0388,121756.4103,0.40948936,0.29213497,9.968298,6.7999873,45.819847,0.034643371,0.019568862,533400,33.36,16.44666667,533400,1.6,0.686666667,533400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
