citycode,year,ratio,ratioW
130600,2014,47.17673437087846,18.87153785280927
130600,2015,44.44385304426852,16.27638582370508
130600,2016,41.68468356010492,13.33241792535267
130600,2017,43.22307415838036,12.89229663352102
130600,2018,46.09368541905863,13.77967853042477
130600,2019,41.52884302009777,12.3125475285171
130600,2020,42.38382960226036,12.75635731362751
130700,2012,37.16736842105255,20.43754385964911
130700,2013,40.29639559130179,21.29282097110516
130700,2014,43.96022727272727,21.42019628099174
130700,2015,40.88257940327243,18.64244465832527
130700,2016,41.60183566433564,17.14335664335659
130700,2017,41.60764462809916,16.36611570247933
130700,2018,42.00860172034415,16.0714142828566
130700,2019,40.04074638233048,15.10719725818735
130700,2020,40.39495638983692,14.92889647326506
130800,2012,36.58592471358427,18.06096563011455
130800,2013,38.77923497267764,18.0987249544626
130800,2014,44.76816380449143,18.70574636723911
130800,2015,41.98611111111099,16.03977272727273
130800,2016,41.26060606060607,13.73881673881676
130800,2017,39.75305291723187,13.09850746268661
130800,2018,43.20460561143474,14.33086289041821
130800,2019,40.28739076154834,13.45942571785266
130800,2020,39.23825584196576,13.41724885569742
130900,2012,38.90494211932314,20.38268032056997
130900,2013,41.76957916588037,19.5793545952067
130900,2014,46.8309955525146,19.68782073212451
130900,2015,43.71953059513816,16.98776194467725
130900,2016,42.73575464083945,14.54269572235674
130900,2017,42.83426270136329,13.7978624535316
130900,2018,45.04799157514675,14.14683315781554
130900,2019,40.97194275187746,12.39039251806718
130900,2020,41.00800457404218,12.23513436249288
131000,2012,38.11502590673572,19.66148531951638
131000,2013,42.07814013561518,20.29738456570874
131000,2014,49.7085978072705,21.37160992498556
131000,2015,43.87558275058262,16.90472027972024
131000,2016,43.62002243409977,14.16797532249018
131000,2017,44.56007594250073,13.08624898291293
131000,2018,46.49371398638034,13.1953902566789
131000,2019,44.18568287319813,12.51942340581481
131000,2020,44.77922742389354,12.71578408800205
131100,2012,38.33540527100939,21.50099453008458
131100,2013,39.09162750961146,19.16061512174289
131100,2014,44.38381301912306,18.84856094263092
131100,2015,43.69928892215568,17.34749251497008
131100,2016,40.51670904467833,14.45459498728661
131100,2017,41.26182074805927,13.79640084685956
131100,2018,44.08271865121178,14.40446083596767
131100,2019,39.14906417112283,12.03609625668448
131100,2020,39.06279303415941,11.70244474212994
140100,2012,40.25756676557873,18.39347181008905
140100,2013,42.86946520989076,18.8384128809661
140100,2014,41.18386388583973,17.22667398463217
140100,2015,43.71830238726798,17.68912466843502
140100,2016,42.60891590678826,16.58358662613985
140100,2017,41.8382277176714,15.87171561051006
140100,2018,42.36349289847458,15.68227248816411
140100,2019,40.46295350025547,14.79662749105776
140100,2020,43.52054023635343,15.97186268992687
140200,2012,39.87884160756504,21.23995271867612
140200,2013,40.46570972886762,20.54970760233918
140200,2014,42.10924369747897,20.35096391497776
140200,2015,41.82358490566033,18.84858490566037
140200,2016,41.93115780062587,16.94188645507376
140200,2017,42.30852915578766,15.63620539599651
140200,2018,42.44102564102565,15.41581196581197
140200,2019,38.60148514851483,13.66955445544555
140200,2020,42.10976120653542,14.50439882697949
140300,2012,40.85387131952015,18.5310796074155
140300,2013,40.81681034482758,17.53771551724138
140300,2014,41.80967078189293,16.66255144032921
140300,2015,43.58654797230461,16.39070227497529
140300,2016,41.83002832861185,14.72898961284232
140300,2017,42.24818840579712,13.70018115942027
140300,2018,42.71739130434787,14.11684782608695
140300,2019,38.71908127208477,12.52296819787987
140300,2020,41.23971377459748,13.72719141323793
140400,2012,38.84422850412255,19.59246171967019
140400,2013,38.63813229571994,17.87826570316846
140400,2014,40.10885458976442,17.5521256431086
140400,2015,44.54104379753476,18.74219774455807
140400,2016,38.84232047022747,15.08561206235621
140400,2017,41.97816813048923,15.60451693851945
140400,2018,41.27824109173613,15.01187768511497
140400,2019,36.35712527688897,12.77135121831158
140400,2020,39.73403193612778,13.82285429141715
140500,2012,37.23400000000001,18.93599999999998
140500,2013,40.53302540415699,18.80230946882215
140500,2014,42.31407471763693,18.52736750651609
140500,2015,44.21290863369666,18.57376362112322
140500,2016,39.29473260956971,15.15560916767188
140500,2017,41.67761650114589,15.32620320855615
140500,2018,40.85966892400296,15.16629044394284
140500,2019,37.42101475350844,14.14825476790211
140500,2020,39.22348754448389,14.80213523131673
140600,2012,39.87034161490678,20.85326086956522
140600,2013,40.47136871508385,19.30656424581004
140600,2014,42.23826934795866,17.80195003046924
140600,2015,42.01822323462413,16.63952164009111
140600,2016,42.21606948968509,15.8697068403909
140600,2017,42.93866943866939,15.40800415800414
140600,2018,42.17700915564598,14.98524923702949
140600,2019,38.87881725642264,14.06204556471159
140600,2020,42.99754781755765,14.73075036782737
140700,2012,39.37715803452862,19.46845949535185
140700,2013,40.66227082663234,18.98649083306529
140700,2014,40.36400123494908,18.01759802408151
140700,2015,43.65843621399181,18.80070546737212
140700,2016,39.90541678360927,16.03564412012352
140700,2017,41.19512847965736,15.69245182012848
140700,2018,41.7147239263803,15.84509202453985
140700,2019,39.22839951865218,14.64452466907342
140700,2020,40.62051406401547,15.02279340446167
140800,2012,38.37990060739926,18.64301490889011
140800,2013,39.17396940627429,17.35519834067931
140800,2014,39.76831091180861,16.43099152964621
140800,2015,41.32405852722476,15.80810745982253
140800,2016,38.39043639740019,13.42548746518107
140800,2017,40.43824521934772,13.32845894263217
140800,2018,41.44031830238733,13.49204244031829
140800,2019,37.41883116883115,12.07835497835498
140800,2020,38.44859201047807,12.15040384195592
140900,2012,39.60911270983215,21.89988009592332
140900,2013,41.13527110117388,21.71771939631076
140900,2014,41.02174475796023,20.52808697903188
140900,2015,42.58979990239131,20.63323572474384
140900,2016,40.39747416762352,18.31779563719865
140900,2017,42.17575628461862,17.99424797613973
140900,2018,41.08221952207355,16.42750101255574
140900,2019,38.8431140090891,15.29045643153527
140900,2020,40.70565071864543,15.82319354203584
141000,2012,38.80554744525535,19.87854014598542
141000,2013,40.64423607280759,19.57280750137899
141000,2014,39.46416645260712,17.90444387361936
141000,2015,43.52421513750301,18.67851058651734
141000,2016,38.76074895977808,15.87031900138695
141000,2017,42.11554303056585,16.22978538911773
141000,2018,41.14853601196849,15.66894635605898
141000,2019,37.15803425774873,13.7767128874388
141000,2020,38.34654654654653,14.25905905905905
141100,2012,41.00111441307577,23.08803863298658
141100,2013,41.10043376710046,21.49382716049382
141100,2014,39.21799939191244,19.35512313773186
141100,2015,42.60066555740443,20.2498613422074
141100,2016,39.48962655601665,17.30523858921164
141100,2017,42.54195888754532,17.39177750906893
141100,2018,41.92502343017802,16.16799437675727
141100,2019,39.61064929229387,14.99730397663449
141100,2020,41.14775492147761,15.58880778588808
150100,2012,41.66638225255975,23.43600682593858
150100,2013,42.43574593796162,22.3692762186115
150100,2014,40.10425663170883,19.75077112893273
150100,2015,41.42963813900055,19.7834577828834
150100,2016,42.97237569060783,19.54530386740329
150100,2017,43.74074074074076,19.29847494553382
150100,2018,42.40730643402398,18.00872410032715
150100,2019,41.70485744456181,17.37645195353748
150100,2020,44.0217737652682,18.15878916622412
150200,2012,43.99099099099105,23.94864864864871
150200,2013,44.25270479134468,22.19938176197837
150200,2014,40.83186440677965,18.9850847457627
150200,2015,40.39540983606575,18.09836065573767
150200,2016,44.01603948180137,18.46884639111656
150200,2017,42.77519853390352,17.22541233964568
150200,2018,40.73409363745501,16.11164465786313
150200,2019,41.88576252110305,16.51547552054024
150200,2020,42.34263657957239,16.50118764845607
150300,2012,50.31382978723406,26.67021276595745
150300,2013,43.15897435897438,22.22051282051282
150300,2014,43.17012448132783,20.35684647302903
150300,2015,41.99166666666668,19.925
150300,2016,44.37777777777779,19.73703703703704
150300,2017,46.58718861209965,19.97153024911033
150300,2018,46.25416666666665,20.22916666666665
150300,2019,45.75547445255474,20.16058394160584
150300,2020,44.9917355371901,22.26859504132232
150400,2012,36.91932907348234,18.73602236421727
150400,2013,38.92503392130259,17.15196743554961
150400,2014,44.09926918392206,16.73842874543237
150400,2015,40.86612999403702,14.40071556350627
150400,2016,41.04578383077365,13.59229208924949
150400,2017,39.71007234279353,12.69755147467998
150400,2018,41.06514036522208,13.5028618152085
150400,2019,40.29586563307484,13.37390180878553
150400,2020,38.42390458905876,13.08348457350271
150500,2012,37.01512163050621,21.90729783037475
150500,2013,40.21752265861028,21.46324269889224
150500,2014,42.893253968254,18.3996031746032
150500,2015,39.97000759301443,16.1492027334852
150500,2016,41.7003293084523,15.6845956824003
150500,2017,39.86378148279523,14.21319616885421
150500,2018,40.9152542372882,14.42302259887006
150500,2019,42.26474576271195,15.04847457627121
150500,2020,38.53109243697482,13.88369747899158
150600,2012,46.07292882147026,22.86872812135355
150600,2013,42.4107142857143,20.09794372294374
150600,2014,40.6032863849765,18.74553990610328
150600,2015,40.21964586846547,17.67327150084319
150600,2016,41.28740623766285,17.40781681800238
150600,2017,42.83441682600387,17.50669216061188
150600,2018,40.57290132547859,16.59425625920473
150600,2019,41.10522719508029,16.81380252818584
150600,2020,41.38686131386869,17.70212026416403
150700,2012,39.19460390355913,20.14695752009187
150700,2013,41.98059244126662,19.7482124616956
150700,2014,42.18873239436621,17.78075117370892
150700,2015,42.89642857142853,17.84866071428572
150700,2016,42.28277972027973,16.62805944055943
150700,2017,40.96384517226715,15.67460655040408
150700,2018,42.93806398687449,16.17391304347828
150700,2019,43.50458715596337,16.2106102911847
150700,2020,39.97070789259563,14.82221318144832
150800,2012,44.67817164179102,23.60261194029852
150800,2013,42.96640826873388,22.35055986218779
150800,2014,39.70297029702961,18.4790555978675
150800,2015,41.16846361185979,17.96698113207547
150800,2016,41.8805280528052,17.26204620462049
150800,2017,44.65195773772528,17.71908017402116
150800,2018,41.07802746566797,15.65230961298376
150800,2019,42.4849537037037,15.05671296296298
150800,2020,41.49854735618828,14.86693782684487
150900,2012,40.17353453279156,25.6204294834591
150900,2013,41.18821966341895,24.31975199291411
150900,2014,41.71648954405202,23.05553651011309
150900,2015,41.03252551020402,21.63105867346937
150900,2016,41.83827575664944,21.47966982574144
150900,2017,42.33729071537298,21.58782343987819
150900,2018,39.71575342465751,20.32129514321291
150900,2019,38.00060882800609,19.36651445966517
150900,2020,38.00332326283988,19.38761329305135
152200,2012,35.49021627188471,19.65602471678682
152200,2013,39.6083743842365,18.85960591133005
152200,2014,43.20311394196747,17.86765746638359
152200,2015,41.98454301075264,16.51344086021508
152200,2016,41.14009038089092,15.7224015493867
152200,2017,39.65571699305117,14.25015792798483
152200,2018,40.44987468671685,14.33208020050125
152200,2019,41.72390364422489,14.54972205064854
152200,2020,40.17292307692311,13.73230769230771
152500,2012,39.93187157400156,21.05794831636648
152500,2013,38.94017094017091,19.03917378917376
152500,2014,44.88896276595743,19.94148936170214
152500,2015,40.75032341526524,17.47542043984475
152500,2016,40.97721518987344,17.0626582278481
152500,2017,40.16950220541908,16.93446754883427
152500,2018,40.35499999999997,16.57375000000002
152500,2019,39.802757793765,15.77218225419665
152500,2020,37.07190737355279,14.69896404631323
152900,2012,44.58333333333331,27.13141025641025
152900,2013,43.21142857142858,25.37714285714286
152900,2014,40.01745635910223,21.66084788029926
152900,2015,39.51270207852194,21.729792147806
152900,2016,40.66228070175443,21.32456140350876
152900,2017,42.48913043478262,21.16304347826086
152900,2018,38.50420168067226,18.9096638655462
152900,2019,41.37629937629937,18.53222453222453
152900,2020,36.03326403326405,15.80665280665281
156400,2012,25,7
156400,2013,58,15
156400,2014,43,14.33333333333333
156400,2015,35.5,13
156400,2016,42.5,10.75
156400,2017,38.4,9.6
156400,2018,34,8.833333333333332
156400,2019,47.5,10.5
156400,2020,34,11.11111111111111
210100,2012,39.66407766990289,17.61359223300969
210100,2013,43.71954269381931,18.18828152911753
210100,2014,45.77969079409704,17.70379479971889
210100,2015,42.3593208593209,15.16839916839917
210100,2016,45.5779967159277,15.45287356321838
210100,2017,41.31878980891731,13.60222929936307
210100,2018,44.37159162967658,14.06277742549141
210100,2019,45.58616577221235,14.53607632677398
210100,2020,41.20316027088032,13.20896485004837
210200,2012,38.36670037074484,18.48837209302327
210200,2013,42.54165376277475,20.23041189222663
210200,2014,44.68458980044348,21.36086474501112
210200,2015,43.70225716459557,20.70885112858229
210200,2016,44.28909952606639,20.5789099526067
210200,2017,42.79168509509068,19.62737726669618
210200,2018,42.29247083775186,19.84517497348892
210200,2019,43.12787193973637,20.33615819209041
210200,2020,41.07232059645857,19.76085740913327
210300,2012,37.06218274111682,18.8756345177665
210300,2013,43.06491120636856,21.45560318432328
210300,2014,44.86785714285721,21.99583333333328
210300,2015,42.48502304147472,20.54781105990787
210300,2016,44.18268156424585,20.73072625698327
210300,2017,43.56861702127659,20.25957446808513
210300,2018,42.29357326478147,19.7120822622108
210300,2019,45.26584587323299,20.98677610579113
210300,2020,40.68084173608075,19.27619465146871
210400,2012,37.02745995423351,17.75400457665904
210400,2013,42.49141630901286,19.26502145922746
210400,2014,42.4400805639476,18.61127895266867
210400,2015,40.37681159420284,17.59710144927533
210400,2016,43.48717948717947,18.24542124542122
210400,2017,39.51864406779659,15.89237288135594
210400,2018,41.21130221130229,16.87551187551188
210400,2019,41.84633027522931,16.80275229357798
210400,2020,38.27083333333329,15.04629629629629
210500,2012,37.89490445859868,19.60191082802547
210500,2013,40.59780907668232,21.25352112676055
210500,2014,43.62873399715505,21.86201991465149
210500,2015,41.24559023066485,20.23744911804614
210500,2016,43.18229854689566,21.19815059445179
210500,2017,40.13100961538463,19.13942307692309
210500,2018,41.13100961538459,19.87860576923079
210500,2019,42.9978425026969,20.59762675296656
210500,2020,38.31823204419891,19.032044198895
210600,2012,36.28364688856729,17.39652677279305
210600,2013,39.72268326417699,18.52143845089904
210600,2014,41.96812749003981,18.9887118193891
210600,2015,42.10031347962386,18.6413793103448
210600,2016,42.27681874229354,18.59494451294698
210600,2017,40.49074626865666,16.80298507462686
210600,2018,39.38136574074076,16.55092592592593
210600,2019,41.78677685950417,16.57079889807158
210600,2020,38.29822616407986,14.87860310421285
210700,2012,38.64110622250153,19.65304839723449
210700,2013,41.46947835738061,19.92619311875692
210700,2014,44.37029985721097,19.90575916230363
210700,2015,41.70415537488706,18.05555555555559
210700,2016,44.50455531453357,18.20954446854662
210700,2017,41.13539898132429,16.09932088285228
210700,2018,42.92493744787327,16.77689741451206
210700,2019,41.83719105531577,16.31659474303647
210700,2020,39.59537572254337,16.08439306358381
210800,2012,37.01809045226135,16.41909547738693
210800,2013,44.79111531190931,18.78260869565218
210800,2014,45.77208480565363,18.70053003533569
210800,2015,44.87552213868003,17.74436090225563
210800,2016,43.49350649350649,17.04383116883117
210800,2017,43.65781487101675,16.6471927162367
210800,2018,43.23780015491869,16.07978311386521
210800,2019,45.03321554770322,16.96325088339225
210800,2020,40.2165653495441,15.11322188449847
210900,2012,38.56754130223518,20.22934888241011
210900,2013,40.34545454545458,20.54628099173555
210900,2014,42.33254437869836,21.06923076923077
210900,2015,41.49384098544233,20.20996640537514
210900,2016,43.74176121015671,20.8406266882766
210900,2017,39.58264033264027,18.27442827442826
210900,2018,41.87333333333337,19.35179487179487
210900,2019,41.75760549558388,19.26251226692836
210900,2020,38.37955854126673,18.06477927063341
211000,2012,39.23529411764708,16.4296675191816
211000,2013,43.57036114570361,17.37235367372354
211000,2014,45.86422668240854,17.31995277449824
211000,2015,41.29119638826185,15.33972911963883
211000,2016,46.01187904967595,16.97840172786175
211000,2017,42.70749736008442,15.11615628299895
211000,2018,44.44608879492606,16.1448202959831
211000,2019,45.05534709193254,17.00562851782361
211000,2020,41.75121951219516,16.28682926829267
211100,2012,38.3076923076923,17.05594405594406
211100,2013,47.37597503900145,20.22776911076444
211100,2014,45.76139817629181,18.82522796352583
211100,2015,43.71022727272731,17.79545454545454
211100,2016,45.45675675675672,18.37972972972972
211100,2017,43.73947368421051,16.95131578947369
211100,2018,42.58244680851071,16.4095744680851
211100,2019,45.58373205741631,18.505980861244
211100,2020,43.16014234875444,17.68683274021354
211200,2012,37.94022092267704,18.22157244964261
211200,2013,41.67151162790699,18.94883720930234
211200,2014,42.38930084745763,17.41525423728818
211200,2015,40.77503852080118,15.43091936312277
211200,2016,44.592791037506,16.05455431076475
211200,2017,39.94999999999991,13.65660377358492
211200,2018,42.28180129990717,14.21912720519963
211200,2019,42.94276976845783,14.47356924421146
211200,2020,39.01505376344095,13.91440860215052
211300,2012,37.12557226945717,17.62655330281229
211300,2013,39.80778443113772,18.31017964071857
211300,2014,45.65272427077601,19.31755641166763
211300,2015,40.96706124549657,16.56922285126092
211300,2016,42.54417475728155,16.22281553398057
211300,2017,40.79458740017752,14.19254658385093
211300,2018,42.01508620689664,14.39396551724137
211300,2019,41.67893247068338,14.0469065911848
211300,2020,38.87961859356381,13.0870083432658
211400,2012,39.8353464717101,21.86141131595677
211400,2013,40.49853372434018,21.72082111436948
211400,2014,45.90994764397904,24.25497382198956
211400,2015,40.72329411764715,21.37082352941183
211400,2016,42.20580589254772,21.69150779896015
211400,2017,42.57807692307694,21.1853846153846
211400,2018,41.40444603800655,20.55324489064178
211400,2019,41.48399738732859,19.94219464402352
211400,2020,38.71102433163109,18.70321417843203
220100,2012,37.1113728129206,17.16790040376853
220100,2013,40.64783759929391,16.92409532215355
220100,2014,42.67030567685588,16.97898471615721
220100,2015,41.30356663984982,15.93993027621346
220100,2016,42.61458333333336,16.15170940170941
220100,2017,40.28796223446103,14.72462627852086
220100,2018,40.62008390141582,14.82773990561091
220100,2019,41.92943743937929,15.29219204655674
220100,2020,41.61637397971804,15.49196141479099
220200,2012,35.99834070796462,18.96349557522123
220200,2013,40.50324189526185,20.1087281795511
220200,2014,43.01115573404731,20.03168228469435
220200,2015,39.09392265193369,16.95750106247345
220200,2016,41.05490512717003,16.43318530480418
220200,2017,38.63650306748467,14.5832055214724
220200,2018,40.20204313280363,15.15361331819903
220200,2019,40.21230881281861,14.72141296431172
220200,2020,37.70724637681154,13.33188405797103
220300,2012,35.69258459323257,17.27789776817851
220300,2013,40.50389610389609,16.30389610389609
220300,2014,43.30172413793103,16.05172413793106
220300,2015,40.23104912067921,13.44875682231654
220300,2016,43.08825214899722,13.80171919770773
220300,2017,39.40932347924966,12.05628197839683
220300,2018,41.1040525739322,13.01916757940854
220300,2019,42.21775456919057,13.13733681462143
220300,2020,40.34427083333333,12.67187499999998
220400,2012,34.24519230769236,14.61217948717948
220400,2013,40.00309597523219,15.08823529411765
220400,2014,41.99858557284301,14.76520509193777
220400,2015,39.471671388102,12.1742209631728
220400,2016,42.36122733612275,12.22873082287308
220400,2017,39.14419225634174,10.87983978638185
220400,2018,41.61772486772482,11.46825396825398
220400,2019,41.82002534854247,11.49049429657794
220400,2020,38.82574772431727,10.41352405721718
220500,2012,35.26647966339411,16.0140252454418
220500,2013,39.78799739073712,16.82648401826484
220500,2014,41.53936039360393,15.75953259532595
220500,2015,40.05532421177867,14.36466389054135
220500,2016,41.57518582046887,14.14636935391652
220500,2017,39.25641025641026,12.11566951566951
220500,2018,40.59790819291102,12.33875653689713
220500,2019,41.28684807256236,12.04931972789114
220500,2020,39.23291571753983,11.50512528473802
220600,2012,35.5847880299252,16.95511221945137
220600,2013,39.24146054181389,17.28032979976444
220600,2014,43.91054313099043,18.31629392971243
220600,2015,40.45154639175261,16.33402061855671
220600,2016,39.50759878419451,14.97264437689969
220600,2017,39.04523107177976,13.94395280235987
220600,2018,40.70392156862743,14.26176470588236
220600,2019,41.25447690857684,14.07068803016023
220600,2020,38.28423040604349,13.46270066100095
220700,2012,36.92678405931417,19.89156626506025
220700,2013,40.16506291635826,19.02294596595116
220700,2014,40.65423051299132,16.70486342438375
220700,2015,41.28651685393262,14.81897627965044
220700,2016,40.9826347305389,13.26347305389221
220700,2017,39.41350710900473,11.72867298578199
220700,2018,38.86451612903225,11.23577712609971
220700,2019,41.05589041095882,11.96164383561645
220700,2020,40.20898754737414,11.95831077422848
220800,2012,35.68162083936323,18.32778581765559
220800,2013,39.93266205160482,17.89238514789172
220800,2014,42.32861189801699,17.14674220963172
220800,2015,41.33026529507303,15.48673524634543
220800,2016,39.32185089974299,13.5753213367609
220800,2017,38.26795443288756,12.21396731054975
220800,2018,38.24841386041978,12.18887262079062
220800,2019,40.44407894736843,12.68703007518798
220800,2020,39.66588675713629,12.29808142255498
222400,2012,35.6194756554308,17.09812734082397
222400,2013,38.97230113636362,17.79332386363637
222400,2014,42.73881578947372,17.97631578947372
222400,2015,39.82330588980359,15.75490816972767
222400,2016,38.94660804020107,14.30904522613065
222400,2017,39.98618618618616,14.08168168168166
222400,2018,38.18891537544693,12.82359952324196
222400,2019,40.85640138408311,13.60553633217991
222400,2020,37.95527522935777,12.47993119266055
230100,2012,37.85893574297187,18.05773092369479
230100,2013,41.25771841471426,17.99255528793518
230100,2014,41.11542268857649,17.40902791526428
230100,2015,41.06396989651915,16.81825023518345
230100,2016,41.21575404766235,16.3250864107695
230100,2017,40.98966905970932,15.62475923656101
230100,2018,40.21678690832305,15.2350871018828
230100,2019,41.21302786801156,15.26141220721493
230100,2020,38.77508288256838,14.48909439888325
230200,2012,37.64845094664376,16.16738382099829
230200,2013,42.24409748667176,16.15384615384619
230200,2014,39.01934306569341,14.18065693430659
230200,2015,41.45333811916718,14.94651830581478
230200,2016,41.06740370898714,14.82560627674753
230200,2017,38.8470712030865,13.38828481234656
230200,2018,38.85444839857647,13.82348754448397
230200,2019,41.90793103448275,14.83689655172416
230200,2020,40.19512195121943,13.65679442508711
230300,2012,41.44936708860767,18.50506329113923
230300,2013,40.57926102502985,17.40405244338496
230300,2014,41.64527027027027,16.15202702702703
230300,2015,41.67613038906413,15.67087276551
230300,2016,40.88669438669434,14.67671517671518
230300,2017,40.13900414937756,13.51452282157675
230300,2018,38.43615934627164,12.45760980592441
230300,2019,40.93743693239151,13.15136226034309
230300,2020,39.65524193548392,12.55947580645161
230400,2012,37.80253164556962,20.08607594936709
230400,2013,42.62414578587701,21.74487471526197
230400,2014,38.9980694980695,17.56177606177605
230400,2015,43.56317689530683,19.05054151624548
230400,2016,44.14338235294117,17.98529411764707
230400,2017,39.67964601769913,15.5150442477876
230400,2018,39.80789946140033,15.245960502693
230400,2019,43.79738562091505,16.82352941176471
230400,2020,39.87312186978293,15.44240400667778
230500,2012,39.61951909476672,21.83734087694483
230500,2013,40.68387096774197,21.62193548387099
230500,2014,40.89966923925022,18.7960308710033
230500,2015,41.85819327731082,17.89705882352938
230500,2016,42.47082906857732,16.92937563971339
230500,2017,41.25433526011561,15.59441233140655
230500,2018,39.06146341463405,14.68878048780488
230500,2019,41.63585434173665,14.83193277310925
230500,2020,39.36847014925373,14.21175373134328
230600,2012,38.72531769305967,18.88856304985333
230600,2013,41.44434706397902,18.57142857142859
230600,2014,41.63636363636363,17.69856459330144
230600,2015,42.19233776387803,17.10164190774042
230600,2016,43.06496519721574,16.7030162412993
230600,2017,40.03023758099348,14.79985601151909
230600,2018,39.94517543859642,14.58406432748537
230600,2019,43.2249180327869,16.92131147540982
230600,2020,41.54689564068696,15.93527080581246
230700,2012,40.38585209003217,21.12700964630226
230700,2013,41.78190630048466,21.82067851373182
230700,2014,41.34750733137825,20.27126099706746
230700,2015,41.09878213802433,18.26792963464143
230700,2016,41.31209362808843,17.88556566970091
230700,2017,42.15055079559363,16.92166462668298
230700,2018,40.16232961586126,15.42379182156134
230700,2019,43.57683215130024,17.17848699763591
230700,2020,40.42922374429228,15.3013698630137
230800,2012,37.65127701375243,19.88310412573673
230800,2013,41.55111821086255,19.26677316293931
230800,2014,38.78085991678225,14.41886269070735
230800,2015,41.77183480027083,14.36018957345971
230800,2016,41.85590969455505,13.1819389110226
230800,2017,38.52869897959184,11.38073979591838
230800,2018,37.43561819346571,10.65663036515053
230800,2019,41.10079413561387,12.35675015271839
230800,2020,38.08859975216858,11.33395291201981
230900,2012,41.01741293532338,19.4452736318408
230900,2013,43.21225382932168,19.86433260393872
230900,2014,42.5009671179884,17.7852998065764
230900,2015,43.29465930018416,17.31675874769798
230900,2016,42.84837545126354,16.6389891696751
230900,2017,43.44750430292596,15.61617900172117
230900,2018,41.50460405156537,15.25414364640885
230900,2019,43.1605584642234,16.14310645724257
230900,2020,39.65107913669063,15.29316546762589
231000,2012,40.32802013422818,19.51090604026846
231000,2013,40.11819595645414,19.0031104199067
231000,2014,42.5662393162393,19.13176638176638
231000,2015,41.03386454183268,17.50531208499335
231000,2016,40.35909090909095,16.37727272727273
231000,2017,39.07356608478803,14.6134663341646
231000,2018,38.08220024721876,13.95364647713225
231000,2019,41.01540284360187,14.73637440758295
231000,2020,39.07271634615385,13.75961538461538
231100,2012,40.35777126099705,18.96969696969697
231100,2013,43.68248175182479,19.24543795620437
231100,2014,39.80650542118429,16.2535446205171
231100,2015,42.00876494023907,15.88127490039841
231100,2016,41.08192771084335,15.19999999999999
231100,2017,38.26491092176612,13.49883810999226
231100,2018,38.73688271604937,13.56327160493828
231100,2019,43.60869565217392,14.46326836581709
231100,2020,38.30566037735847,12.55773584905661
