citycode,year,intensity,intensityW
130500,2018,3.300015617679211,1.001874121505548
130500,2019,1.972276631007987,.5217718848877505
130500,2020,1.669944032672821,.5531689608228716
130600,2012,1.292506043513294,.503464947622885
130600,2013,1.960418758066827,.7679621396816277
130600,2014,5.812450540754418,2.117119493537333
130600,2015,3.079319745553673,1.066986888225371
130600,2016,1.72512794907003,.4829609287230092
130600,2017,2.328980472025881,.6573619264406374
130600,2018,4.02181400688863,1.143053960964407
130600,2019,1.990222705051612,.5632808256382398
130600,2020,2.509237122364704,.7452727667898242
130700,2012,1.270175438596491,.5877192982456138
130700,2013,1.879654453380998,.8159070598748875
130700,2014,2.918388429752067,1.15237603305785
130700,2015,1.595283926852744,.5644850818094322
130700,2016,1.564685314685318,.5312499999999996
130700,2017,1.894628099173558,.6134297520661156
130700,2018,2.892578515703141,.8933786757351461
130700,2019,1.99733434881949,.5873952779893378
130700,2020,1.930223739097463,.6243837694349663
130800,2012,.9492635024549914,.3076923076923073
130800,2013,1.209471766848816,.541347905282333
130800,2014,3.771466314398944,1.549537648612944
130800,2015,1.81818181818182,.6527777777777772
130800,2016,1.529581529581527,.4906204906204898
130800,2017,1.449118046132974,.4618724559023064
130800,2018,2.276336686077284,.6924298570672331
130800,2019,1.665418227215979,.5063670411985032
130800,2020,1.556251505661282,.4993977354854267
130900,2012,.9327693677649161,.4265360641139796
130900,2013,2.52689186638988,1.088129835818079
130900,2014,4.900786862812186,1.917037290455014
130900,2015,2.774518021793805,1.061357921207038
130900,2016,2.261501210653758,.6933010492332522
130900,2017,2.414807930607192,.7792750929368033
130900,2018,3.299232736572891,1.000300887618479
130900,2019,2.3777809267394,.7425251523310186
130900,2020,1.886792452830193,.5628930817610063
131000,2012,1.281519861830744,.544732297063903
131000,2013,2.838230545689373,1.261866322247336
131000,2014,8.652625504904798,3.519619157530291
131000,2015,3.138111888111883,1.132284382284383
131000,2016,2.986539540100956,.9318564217610783
131000,2017,3.463520477352856,1.026037428803905
131000,2018,4.779989523310634,1.382661079099006
131000,2019,3.823601270461773,1.173222575128269
131000,2020,3.561013046815045,1.038628805321055
131100,2012,1.148682247637989,.4137245151665844
131100,2013,1.604015378043572,.6266552755232819
131100,2014,3.276028587985322,1.13521344407958
131100,2015,2.805014970059882,.9869011976047876
131100,2016,1.621867054122775,.4834725753723206
131100,2017,1.746647847565278,.4281933662667589
131100,2018,2.688795223041801,.7616789603090981
131100,2019,1.624331550802136,.3960561497326217
131100,2020,1.461821835231078,.3461152042866698
140100,2012,1.845697329376859,.8118694362017811
140100,2013,3.306497987349052,1.416906267970097
140100,2014,2.832052689352357,1.173435784851814
140100,2015,3.755968169761278,1.373474801061006
140100,2016,2.847011144883483,1.033434650455926
140100,2017,2.287480680061825,.8675940236991239
140100,2018,3.166754339821146,1.084692267227778
140100,2019,2.084823709759835,.6852324987225354
140100,2020,3.359594822734946,1.084974676420933
140200,2012,1.518912529550827,.6820330969267141
140200,2013,1.913875598086123,.9245082402977133
140200,2014,2.155215027187345,.9985170538803763
140200,2015,2.047169811320753,.8235849056603771
140200,2016,1.975860527492177,.7890031291908801
140200,2017,2.371627502175805,.8720626631853788
140200,2018,2.606837606837612,.9478632478632483
140200,2019,1.518151815181518,.5833333333333333
140200,2020,2.270632593213238,.7436112274821958
140300,2012,2.508178844056705,.9432933478735011
140300,2013,1.875000000000001,.7306034482758633
140300,2014,2.757201646090534,.9526748971193422
140300,2015,2.502472799208704,.9535113748763598
140300,2016,1.860245514636448,.6534466477809254
140300,2017,2.681159420289858,.7952898550724639
140300,2018,3.260869565217384,1.245471014492755
140300,2019,1.174911660777387,.3215547703180214
140300,2020,2.656529516994634,.8130590339892672
140400,2012,.971731448763251,.3592461719670196
140400,2013,1.801000555864371,.6828793774319072
140400,2014,2.602220417005148,.9591118331979402
140400,2015,2.921584054550222,1.201153947023341
140400,2016,1.359570661896241,.465371837464861
140400,2017,2.293601003764111,.7483061480552036
140400,2018,2.395754359363149,.8498862774829411
140400,2019,.8688161457051451,.2626138321437372
140400,2020,1.91367265469062,.6334830339321377
140500,2012,.7450000000000004,.3289999999999997
140500,2013,1.778290993071595,.7030023094688225
140500,2014,3.266724587315378,1.238922675933972
140500,2015,2.87929589270746,1.159262363788767
140500,2016,1.479694410936871,.5098512263771606
140500,2017,2.421695951107716,.7593582887700536
140500,2018,2.204665161775773,.7516930022573365
140500,2019,1.061532925512778,.3918675782655628
140500,2020,1.996441281138791,.6822064056939501
140600,2012,1.622670807453418,.8245341614906817
140600,2013,1.990223463687146,.8386871508379896
140600,2014,2.193784277879342,.8872638634978681
140600,2015,1.94760820045558,.6566059225512527
140600,2016,2.182410423452772,.7692725298588479
140600,2017,2.364864864864869,.8232848232848228
140600,2018,2.309257375381492,.7884028484231945
140600,2019,1.531749878817257,.6398448860882201
140600,2020,2.511034820990678,.8087297694948508
140700,2012,1.254980079681272,.534860557768924
140700,2013,2.074622064972663,.9018977163074956
140700,2014,2.300092621179384,.9654214263661622
140700,2015,2.710170487948262,1.140505584950034
140700,2016,1.473477406679761,.5534661801852352
140700,2017,1.525695931477513,.507762312633833
140700,2018,2.443762781186095,.8819018404907967
140700,2019,1.761732851985558,.6365824308062564
140700,2020,2.233268671193018,.7972841901066915
140800,2012,1.09331860850359,.5723357261181675
140800,2013,2.774176821363754,1.115893181228934
140800,2014,2.102640757349282,.8310911808669663
140800,2015,2.170784360757977,.7543775485727988
140800,2016,1.353296193129061,.4375580315691738
140800,2017,1.964004499437568,.6143982002249726
140800,2018,2.480106100795755,.7581786030061901
140800,2019,1.108225108225108,.3577922077922078
140800,2020,1.421087098886703,.4171578258022263
140900,2012,1.47482014388489,.7086330935251792
140900,2013,1.861375069871438,.8339854667411948
140900,2014,1.812063163344555,.6867719389075875
140900,2015,1.756954612005852,.7603709126403123
140900,2016,1.458094144661306,.5373134328358202
140900,2017,1.778866638261607,.6791648913506602
140900,2018,2.209396516808422,.7375455650060723
140900,2019,1.011657775143257,.3317526180596715
140900,2020,1.884229178972235,.5991336877338047
141000,2012,1.454014598540146,.5261313868613124
141000,2013,2.131825703254273,.8455598455598459
141000,2014,2.042126894425894,.7909067557153892
141000,2015,2.750060842054031,1.00705767826722
141000,2016,1.292186777623673,.4505316689782703
141000,2017,2.464773466290917,.8432690223282042
141000,2018,2.515494763838433,.8377858516777082
141000,2019,1.037928221859706,.3099510603588908
141000,2020,1.595595595595599,.5363363363363355
141100,2012,1.987369985141156,1.00074294205052
141100,2013,2.599265932599259,1.111444778111444
141100,2014,2.474916387959865,.9987838248707803
141100,2015,2.359955629506375,.9334442595673875
141100,2016,1.677904564315357,.6397821576763492
141100,2017,2.058041112454657,.7525997581620307
141100,2018,3.259137769447053,1.037253983130273
141100,2019,1.682767917321949,.519433835093235
141100,2020,2.377792523777929,.7352355673523545
150100,2012,2.423208191126281,1.184300341296928
150100,2013,2.680945347119647,1.305022156573118
150100,2014,2.381246144355339,1.079580505860579
150100,2015,2.096496266513498,.8093049971280892
150100,2016,2.977900552486191,1.211602209944752
150100,2017,3.420479302832242,1.349128540305011
150100,2018,3.042529989094879,1.091057797164666
150100,2019,3.020063357972546,.997360084477296
150100,2020,3.908656399362718,1.309081253319171
150200,2012,3.792792792792788,2.02882882882883
150200,2013,3.36166924265842,1.415765069551779
150200,2014,2.650847457627118,1.156610169491525
150200,2015,1.534426229508198,.6590163934426233
150200,2016,3.454657618753861,1.199876619370759
150200,2017,2.846670739157001,.9596823457544297
150200,2018,2.352941176470589,.8379351740696279
150200,2019,2.903770399549807,1.007878446820484
150200,2020,3.533254156769599,1.183491686460807
150300,2012,9.148936170212762,4.441489361702129
150300,2013,3.794871794871797,2.215384615384615
150300,2014,5.477178423236517,2.04564315352697
150300,2015,2.666666666666667,1.175
150300,2016,4.962962962962965,2.288888888888889
150300,2017,5.551601423487543,2.377224199288256
150300,2018,6.375000000000001,3
150300,2019,6.094890510948905,2.598540145985402
150300,2020,5.165289256198345,2.285123966942149
150400,2012,.8386581469648584,.3190894568690096
150400,2013,1.346675712347355,.4755766621438252
150400,2014,2.61266747868453,.9153471376370277
150400,2015,1.496720333929632,.4454382826475853
150400,2016,1.547377571718344,.4613155607070421
150400,2017,1.510851419031719,.3964941569282132
150400,2018,1.831561733442352,.5295720904878711
150400,2019,1.684754521963825,.4751937984496123
150400,2020,1.270417422867514,.3808659579984444
150500,2012,1.157133464825773,.6114398422090732
150500,2013,1.430010070493454,.7406847935548826
150500,2014,2.142857142857145,.8480158730158723
150500,2015,1.39331814730448,.4969627942293093
150500,2016,1.778265642151482,.5883644346871577
150500,2017,1.486342674707341,.5172046825115304
150500,2018,1.687853107344633,.5307203389830515
150500,2019,2.41694915254237,.7949152542372886
150500,2020,1.405042016806725,.5310924369747901
150600,2012,5.344224037339558,2.551341890315051
150600,2013,2.922077922077921,1.306818181818179
150600,2014,2.859154929577462,1.173239436619718
150600,2015,1.715851602023609,.6365935919055649
150600,2016,2.645084879589417,.9514409790761968
150600,2017,3.437858508604211,1.205353728489482
150600,2018,2.805596465390284,1.044918998527244
150600,2019,3.553126067646055,1.214212504270585
150600,2020,2.669447340980191,1.049009384775809
150700,2012,1.498277841561422,.7089552238805963
150700,2013,2.466802860061289,1.117466802860062
150700,2014,3.215962441314554,1.205164319248825
150700,2015,2.879464285714286,1.172321428571429
150700,2016,3.417832167832175,1.338286713286714
150700,2017,2.598894087622289,.913228413441089
150700,2018,3.44954881050041,1.268252666119772
150700,2019,3.334662943757476,1.146390107698446
150700,2020,2.477624084621643,.840927583401139
150800,2012,4.682835820895526,1.969216417910449
150800,2013,3.006029285099049,1.382428940568478
150800,2014,2.528560548362527,1.028179741051028
150800,2015,2.021563342318059,.7358490566037752
150800,2016,2.316831683168314,.63762376237624
150800,2017,3.927905531385948,1.177128651336233
150800,2018,2.147315855181025,.6186017478152309
150800,2019,2.864583333333334,.7077546296296285
150800,2020,2.760023242300992,.6356769320162688
150900,2012,2.315728380731281,1.301218804410911
150900,2013,2.271922054915856,1.110717449069974
150900,2014,2.238601302708262,1.027082619129243
150900,2015,1.454081632653057,.5908801020408158
150900,2016,1.733414857841639,.5356160195658826
150900,2017,2.380517503805176,.8474885844748855
150900,2018,2.076587795765878,.7733499377334979
150900,2019,1.482496194824962,.484018264840182
150900,2020,1.728096676737159,.6326283987915416
152200,2012,1.163748712667354,.6343975283213179
152200,2013,1.510673234811165,.7331691297208548
152200,2014,2.441613588110405,.9759377211606517
152200,2015,2.331989247311832,.8501344086021507
152200,2016,1.678502259522273,.668818592640413
152200,2017,1.415034744156666,.4421983575489574
152200,2018,1.340852130325816,.3728070175438596
152200,2019,1.951822112415069,.5633106856083996
152200,2020,1.532307692307692,.4726153846153842
152500,2012,2.654659357870007,1.231010180109632
152500,2013,1.780626780626781,.7535612535612541
152500,2014,2.812500000000001,1.034574468085107
152500,2015,1.934023285899092,.583441138421734
152500,2016,2.417721518987342,.9018987341772141
152500,2017,1.865154379332073,.6187775677378708
152500,2018,3.162500000000002,1.070625000000001
152500,2019,2.829736211031175,.7925659472422066
152500,2020,2.620353443022546,.8446069469835479
152900,2012,4.134615384615383,2.778846153846153
152900,2013,2.8,1.528571428571429
152900,2014,2.443890274314215,1.15211970074813
152900,2015,1.385681293302541,.7113163972286377
152900,2016,1.776315789473685,.7192982456140353
152900,2017,2.695652173913044,1.367391304347826
152900,2018,3.23529411764706,1.346638655462185
152900,2019,3.742203742203742,1.422037422037421
152900,2020,1.746361746361746,.5343035343035346
156400,2012,0,0
156400,2013,35,8.5
156400,2014,3.333333333333333,.6666666666666666
156400,2015,0,0
156400,2016,5,.25
156400,2017,2,.6
156400,2018,0,0
156400,2019,10,1.875
156400,2020,0,0
210100,2012,1.685436893203883,.6671844660194197
210100,2013,3.997856377277599,1.621293319042519
210100,2014,4.430780042164444,1.708011243851019
210100,2015,2.598752598752602,.8454608454608455
210100,2016,4.036124794745485,1.241707717569787
210100,2017,1.789808917197455,.6009554140127373
210100,2018,3.427393785668999,.9889029803424227
210100,2019,4.40071556350627,1.429636255217649
210100,2020,2.021928410190263,.6117381489841979
210200,2012,1.274014155712842,.5618469834850008
210200,2013,4.004335707649425,1.813254877671107
210200,2014,3.999445676274944,1.787416851441239
210200,2015,3.7053005325894,1.638346436723304
210200,2016,3.388625592417062,1.362559241706157
210200,2017,2.974347633790359,1.172047766475014
210200,2018,2.462354188759273,1.015906680805937
210200,2019,3.269303201506607,1.243691148775894
210200,2020,2.292637465051262,.8816402609506067
210300,2012,1.01522842639594,.4219543147208121
210300,2013,2.951622780159208,1.367421922841396
210300,2014,3.702380952380955,1.583928571428572
210300,2015,2.655529953917057,1.223502304147465
210300,2016,3.016759776536312,1.208938547486035
210300,2017,2.760638297872334,1.203723404255318
210300,2018,2.195372750642679,.8688946015424166
210300,2019,4.272685818513456,1.911536707706335
210300,2020,1.530030688294607,.6690048224462938
210400,2012,1.132723112128146,.4462242562929066
210400,2013,3.540772532188841,1.525751072961373
210400,2014,2.779456193353475,1.033232628398789
210400,2015,1.642512077294686,.583574879227054
210400,2016,2.756410256410258,1.030219780219781
210400,2017,1.406779661016949,.5076271186440684
210400,2018,2.227682227682225,.8001638001637998
210400,2019,2.385321100917429,.7553516819571874
210400,2020,1.412037037037037,.4660493827160498
210500,2012,1.958598726114648,.9474522292993622
210500,2013,3.145539906103284,1.616588419405322
210500,2014,3.669985775248935,1.731152204836415
210500,2015,2.781546811397555,1.240162822252376
210500,2016,2.853368560105683,1.264200792602378
210500,2017,2.151442307692304,.6574519230769225
210500,2018,1.826923076923079,.7211538461538465
210500,2019,3.549083063646171,1.45846817691478
210500,2020,1.248618784530386,.4596685082872923
210600,2012,1.7438494934877,.7713458755426911
210600,2013,2.73858921161826,1.09612724757953
210600,2014,2.244355909694554,.8638778220451531
210600,2015,2.639498432601883,.9924764890282132
210600,2016,2.527743526510482,.9827373612823672
210600,2017,1.779104477611941,.6280597014925369
210600,2018,2.135416666666666,.9189814814814812
210600,2019,2.380165289256201,.8787878787878788
210600,2020,1.746119733924612,.6618625277161869
210700,2012,1.357636706473916,.5512256442488999
210700,2013,1.936736958934519,.7586015538290797
210700,2014,3.188957639219422,1.209900047596385
210700,2015,2.014453477868117,.8030713640469747
210700,2016,3.201735357917568,1.133188720173534
210700,2017,1.82937181663837,.599320882852292
210700,2018,2.289407839866558,.7869057547956623
210700,2019,2.769713613181634,1.013730874852883
210700,2020,1.067437379576109,.364161849710983
210800,2012,.9648241206030173,.3608040201005027
210800,2013,4.376181474480145,1.807183364839317
210800,2014,4.425795053003527,1.684628975265016
210800,2015,4.327485380116956,1.553884711779449
210800,2016,2.711038961038965,1.008116883116883
210800,2017,3.270106221547802,1.248861911987859
210800,2018,2.455460883036407,.8295894655305969
210800,2019,4.098939929328632,1.493992932862191
210800,2020,1.48176291793313,.5744680851063833
210900,2012,1.564625850340136,.6637512147716228
210900,2013,1.760330578512396,.8173553719008255
210900,2014,2.183431952662721,.9502958579881661
210900,2015,2.267637178051513,.8734602463605825
210900,2016,2.895732036736898,1.232306861156133
210900,2017,1.533264033264034,.5758835758835767
210900,2018,2.01538461538461,.7835897435897439
210900,2019,2.438665358194308,.8792934249263981
210900,2020,1.094049904030711,.3579654510556626
211000,2012,1.457800511508951,.5281329923273662
211000,2013,3.038605230386051,1.123287671232878
211000,2014,3.884297520661159,1.229043683589139
211000,2015,1.918735891647855,.5338600451467264
211000,2016,4.146868250539962,1.417926565874732
211000,2017,2.206969376979934,.682154171066526
211000,2018,3.319238900634248,1.241014799154335
211000,2019,3.452157598499062,1.01500938086304
211000,2020,1.600000000000002,.5258536585365854
211100,2012,1.625874125874125,.545454545454546
211100,2013,6.645865834633383,2.72542901716069
211100,2014,4.787234042553193,1.949848024316109
211100,2015,3.139204545454547,1.274147727272727
211100,2016,3.64864864864865,1.418918918918919
211100,2017,2.802631578947369,1.073684210526316
211100,2018,2.420212765957445,.8696808510638288
211100,2019,4.569377990430613,1.800239234449759
211100,2020,2.455516014234874,.9371293001186231
211200,2012,1.500974658869397,.5555555555555564
211200,2013,3.029069767441863,1.212790697674417
211200,2014,2.293432203389828,.9322033898305091
211200,2015,1.653826399589111,.5521314843348741
211200,2016,3.472966390647831,1.096444227959084
211200,2017,1.216981132075472,.3825471698113211
211200,2018,2.288765088207986,.6620241411327759
211200,2019,2.634338138925295,.7404980340760146
211200,2020,1.255913978494624,.3948387096774191
211300,2012,.882930019620667,.3185088293001964
211300,2013,1.485029940119761,.525748502994011
211300,2014,3.588332416070446,1.385800770500826
211300,2015,2.002058672156458,.6515697375193007
211300,2016,1.684466019417474,.5567961165048536
211300,2017,1.574977817213842,.4897959183673463
211300,2018,1.620689655172414,.4625000000000003
211300,2019,1.674080064698746,.491306105944198
211300,2020,1.160111243543899,.4318633293603498
211400,2012,1.385886840432295,.5855054036872223
211400,2013,1.988269794721407,.9214076246334313
211400,2014,4.267015706806277,1.960209424083772
211400,2015,1.901176470588233,.8734117647058828
211400,2016,1.984402079722705,.8578856152513012
211400,2017,2.176923076923077,.9857692307692298
211400,2018,1.638580136249552,.6891358910003597
211400,2019,2.540822991508816,.9807315480078389
211400,2020,1.450886151997596,.4905376990087104
220100,2012,1.177658142664873,.4986541049798117
220100,2013,2.450720800235363,1.070314798470138
220100,2014,2.625545851528382,1.129366812227073
220100,2015,2.630732099758648,.9436846339501206
220100,2016,2.465277777777778,.9642094017094027
220100,2017,2.037765538945714,.6784683975872006
220100,2018,2.207656004195069,.7666491872050334
220100,2019,3.227449078564501,1.115664403491756
220100,2020,2.221122928518427,.8088053425674013
220200,2012,.8628318584070812,.3268805309734517
220200,2013,2.169576059850373,.9351620947630901
220200,2014,2.601517179830434,1.12672913877733
220200,2015,1.755206119847001,.7785805354866127
220200,2016,1.953976584578118,.6955995155429963
220200,2017,2.024539877300614,.6740797546012276
220200,2018,1.888006053726823,.6507756337495273
220200,2019,2.603787327021121,.8994901675163873
220200,2020,1.485507246376812,.4275362318840578
220300,2012,.8351331893448518,.3916486681065515
220300,2013,2.324675324675328,.9214285714285715
220300,2014,2.444581280788179,.9969211822660108
220300,2015,1.473620375985445,.5221346270466947
220300,2016,2.515759312320917,.7839541547277936
220300,2017,1.182490051165435,.3274587833996589
220300,2018,2.256297918948519,.8198247535596936
220300,2019,2.981723237597909,.927415143603134
220300,2020,1.562500000000001,.5776041666666658
220400,2012,.7532051282051284,.2163461538461539
220400,2013,1.517027863777088,.7368421052631583
220400,2014,2.517680339462521,.9321074964639319
220400,2015,1.104815864022662,.436260623229462
220400,2016,2.329149232914924,.7294281729428171
220400,2017,1.548731642189585,.4753004005340455
220400,2018,2.208994708994709,.5436507936507943
220400,2019,2.458808618504438,.7946768060836497
220400,2020,1.52145643693108,.6996098829648894
220500,2012,1.15007012622721,.4123422159887804
220500,2013,1.722113502935422,.5655577299412911
220500,2014,2.380073800738003,.8523985239852401
220500,2015,1.850089232599644,.506246281975015
220500,2016,1.972555746140654,.5631789594053752
220500,2017,1.19088319088319,.3025641025641027
220500,2018,2.051133062173156,.5711795467751299
220500,2019,1.87074829931973,.4455782312925166
220500,2020,1.623006833712985,.4157175398633255
220600,2012,1.034912718204488,.5299251870324182
220600,2013,2.096584216725559,.7573616018845698
220600,2014,3.833865814696485,1.118210862619807
220600,2015,2.257731958762891,.7907216494845357
220600,2016,2.178318135764944,.7406281661600814
220600,2017,1.583087512291055,.3441494591937068
220600,2018,2.245098039215686,.447058823529412
220600,2019,2.610744580584352,.6720075400565506
220600,2020,1.954674220963174,.5335221907459873
220700,2012,1.204819277108434,.4939759036144582
220700,2013,2.116950407105844,.9592894152479642
220700,2014,1.56562291805463,.6242504996668885
220700,2015,1.785268414481898,.6298377028714107
220700,2016,1.51497005988024,.4664670658682638
220700,2017,1.143364928909953,.3554502369668247
220700,2018,1.038123167155425,.2926686217008799
220700,2019,1.780821917808219,.5353424657534247
220700,2020,1.467244179750948,.4136437466161344
220800,2012,1.070911722141825,.4659913169319821
220800,2013,1.994965387035867,.7841409691629951
220800,2014,2.300283286118984,.9223796033994348
220800,2015,2.106118029236599,.7016783974011909
220800,2016,1.213367609254498,.416452442159383
220800,2017,1.253095591877169,.3338286280336801
220800,2018,1.098096632503663,.3552952659834064
220800,2019,1.757518796992482,.5225563909774434
220800,2020,1.745437529246607,.4810481984089854
222400,2012,.8988764044943814,.3617977528089886
222400,2013,2.031250000000003,.7762784090909077
222400,2014,2.348684210526314,.8907894736842106
222400,2015,2.001266624445854,.6428119062697918
222400,2016,1.356783919597991,.4309045226130654
222400,2017,2.084084084084084,.6948948948948952
222400,2018,2.026221692491067,.5524433849821216
222400,2019,2.422145328719723,.8200692041522495
222400,2020,1.754587155963302,.6639908256880742
230100,2012,1.249999999999998,.5070281124497998
230100,2013,2.360411648784751,.8977446901686021
230100,2014,1.639279350623637,.6159176400712747
230100,2015,2.261523988711192,.8220131702728127
230100,2016,1.842823358195376,.6096052392213922
230100,2017,2.505690772194009,.8138679740850963
230100,2018,1.525602674643669,.5007918352982563
230100,2019,2.742349119507602,.8892118310822359
230100,2020,1.26853952189845,.3850985866340963
230200,2012,1.389845094664371,.5933734939759027
230200,2013,2.315308453922319,.8305407463823319
230200,2014,1.302919708029195,.5065693430656931
230200,2015,1.938262742282843,.7368987796123484
230200,2016,1.829529243937232,.6044935805991462
230200,2017,1.634514205541913,.5959312521922127
230200,2018,1.323843416370109,.4377224199288249
230200,2019,2.372413793103451,.8031034482758632
230200,2020,1.815331010452958,.5376306620209071
230300,2012,1.860759493670887,.8962025316455708
230300,2013,2.276519666269369,.8343265792610247
230300,2014,2.47747747747748,.7871621621621629
230300,2015,2.386961093585696,.9053627760252366
230300,2016,1.725571725571727,.6486486486486481
230300,2017,2.168049792531118,.6566390041493776
230300,2018,1.521961184882535,.4627170582226763
230300,2019,2.179616548940464,.6236125126135217
230300,2020,1.975806451612903,.689516129032259
230400,2012,1.341772151898735,.6860759493670889
230400,2013,3.302961275626424,1.542141230068338
230400,2014,1.853281853281853,.812741312741313
230400,2015,4.097472924187728,1.909747292418772
230400,2016,3.988970588235294,1.47610294117647
230400,2017,3.238938053097347,1.120353982300885
230400,2018,2.657091561938957,.7594254937163377
230400,2019,3.611111111111111,.9836601307189544
230400,2020,2.103505843071787,.6310517529215359
230500,2012,1.697312588401698,.7298444130127292
230500,2013,2.23225806451613,1.054193548387096
230500,2014,2.778390297684675,1.051819184123484
230500,2015,1.964285714285715,.8182773109243698
230500,2016,2.364380757420678,.8648925281473899
230500,2017,3.034682080924854,1.055876685934488
230500,2018,2.058536585365853,.7004878048780484
230500,2019,3.081232492997197,.8702147525676933
230500,2020,1.847014925373135,.6277985074626865
230600,2012,1.544477028347994,.6119257086999024
230600,2013,2.46275197195443,1.07274320771253
230600,2014,2.950558213716106,1.410685805422646
230600,2015,3.119624706802189,1.071931196247068
230600,2016,3.023975251353445,1.139211136890951
230600,2017,2.433405327573792,.8783297336213107
230600,2018,1.995614035087724,.6549707602339188
230600,2019,3.724590163934425,1.407868852459017
230600,2020,2.437252311756936,.9068692206076622
230700,2012,2.154340836012863,.9437299035369769
230700,2013,2.94022617124394,1.352180936995152
230700,2014,2.756598240469206,1.175953079178885
230700,2015,2.787550744248985,.8159675236806492
230700,2016,2.288686605981794,.6605981794538364
230700,2017,3.084455324357404,.9534883720930245
230700,2018,2.87484510532838,.7434944237918213
230700,2019,3.593380614657214,1.196217494089835
230700,2020,2.317351598173518,.4783105022831046
230800,2012,1.051080550098232,.3958742632612967
230800,2013,2.228434504792333,1.003993610223641
230800,2014,1.650485436893202,.6456310679611658
230800,2015,2.20040622884225,.7433987813134727
230800,2016,2.104913678618858,.6195219123505974
230800,2017,2.340561224489799,.8411989795918368
230800,2018,1.402946828955796,.340807174887893
230800,2019,2.480146609651798,.8234575442883313
230800,2020,1.456009913258985,.3705080545229234
230900,2012,2.611940298507462,.8830845771144273
230900,2013,3.632385120350106,1.380743982494529
230900,2014,3.675048355899419,1.557059961315281
230900,2015,3.462246777163904,1.406998158379374
230900,2016,3.285198555956677,1.234657039711192
230900,2017,5.507745266781408,1.738382099827883
230900,2018,3.406998158379372,1.230202578268876
230900,2019,5.392670157068065,2.143106457242582
230900,2020,2.985611510791367,1.073741007194244
231000,2012,1.736577181208054,.5973154362416109
231000,2013,2.433903576982893,.9906687402799376
231000,2014,2.293447293447295,.863960113960114
231000,2015,2.244355909694556,.7330677290836654
231000,2016,1.733766233766234,.4740259740259746
231000,2017,1.795511221945136,.4950124688279302
231000,2018,1.532756489493201,.5716934487021016
231000,2019,2.417061611374407,.7162322274881515
231000,2020,1.406250000000001,.4224759615384618
231100,2012,3.665689149560114,1.469208211143695
231100,2013,2.791970802919709,1.041970802919708
231100,2014,1.801501251042534,.7030859049207676
231100,2015,2.310756972111553,.7609561752988052
231100,2016,2.570281124497989,.9036144578313252
231100,2017,1.90549961270333,.6189000774593341
231100,2018,1.628086419753086,.414351851851852
231100,2019,3.073463268365817,.8275862068965509
231100,2020,1.577358490566038,.4701886792452831
231200,2012,.9415720891130738,.3526691887347626
231200,2013,2.027263194687178,.7801468018175451
